metrekare,Brüt_Metrekare,oda_sayisi,kat,Eşya_Durumu,binayasi,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
100,110,3,2.Kat,Boş,21 Ve Üzeri,Isıtma Yok,1200000,gaziantep,4,Boş,Bilinmiyor,Yok,,1
120,200,3,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,980000,gaziantep,4,Boş,,Var,Kat Mülkiyeti,1
85,95,3,,,10-May,Kombi Doğalgaz,1400000,gaziantep,1,Boş,,,,1
140,150,3,2.Kat,,10-May,Kombi Doğalgaz,1350000,gaziantep,5,Boş,,,,1
115,130,3,2.Kat,,10-May,Sobalı,1150000,gaziantep,2,Kiracı Oturuyor,,,,1
90,100,3,Düz Giriş (Zemin),,0 (Yeni),Kombi Doğalgaz,1690000,gaziantep,6,Mülk Sahibi Oturuyor,,,,1
150,155,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1250000,gaziantep,4,Boş,Bilinmiyor,Yok,Arsa Tapulu,1
150,170,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1450000,gaziantep,5,Boş,Bilinmiyor,Var,Arsa Tapulu,1
170,180,4,2.Kat,Boş,10-May,Kombi Doğalgaz,3148500,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,2
145,170,4,4.Kat,,10-May,Kombi Doğalgaz,3050000,gaziantep,11,Boş,,,Kat Mülkiyeti,2
100,110,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2100000,gaziantep,7,Boş,Bilinmiyor,Var,,2
100,110,3.5,1.Kat,Boş,0 (Yeni),Yerden Isıtma,2099000,gaziantep,6,Boş,Bilinmiyor,Var,,2
95,105,3,Yüksek Giriş,Boş,0 (Yeni),Yerden Isıtma,1680000,gaziantep,7,Boş,Bilinmiyor,Var,,2
90,100,3,Düz Giriş (Zemin),Boş,0 (Yeni),Yerden Isıtma,1345000,gaziantep,6,Boş,Bilinmiyor,Var,,1
160,170,4,1.Kat,Boş,3,Kombi Doğalgaz,2495000,gaziantep,7,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2
130,145,3,3.Kat,Boş,2,Kombi Doğalgaz,1350000,gaziantep,4,Boş,Bilinmiyor,Yok,Arsa Tapulu,1
110,120,3,2.Kat,Boş,10-May,Kombi Doğalgaz,950000,gaziantep,4,Kiracı Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1
60,70,2,Düz Giriş (Zemin),Boş,1,Kombi Doğalgaz,470000,gaziantep,4,Boş,Bilinmiyor,Yok,Arsa Tapulu,1
175,190,4,1.Kat,,3,Kombi Doğalgaz,3724000,gaziantep,9,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
145,175,4,8.Kat,,4,Kombi Doğalgaz,3050000,gaziantep,8,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,2
165,185,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3249000,gaziantep,8,Boş,Uygun,Yok,Kat Mülkiyeti,2
150,175,4,6.Kat,Boş,3,Kombi Doğalgaz,3290000,gaziantep,10,Boş,,Yok,Kat Mülkiyeti,2
140,150,4,4.Kat,,1,Kombi Doğalgaz,1400000,gaziantep,4,Mülk Sahibi Oturuyor,,,,1
311,1244,4,,Boş,0 (Yeni),Kombi Doğalgaz,8750000,gaziantep,2,Boş,Uygun,,Kat Mülkiyeti,2
95,110,3,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2000000,gaziantep,15,Boş,,Yok,Kat Mülkiyeti,1
93,105,3,2.Kat,,10-May,Kombi Doğalgaz,1850000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
75,100,2,3.Kat,Boş,15-Nov,Kombi Doğalgaz,670000,gaziantep,3,Boş,,Yok,Arsa Tapulu,1
65,95,2,1.Kat,Boş,15-Nov,Kombi Doğalgaz,1050000,gaziantep,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
110,130,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1900000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
85,110,3,Düz Giriş (Zemin),,10-May,Kombi Doğalgaz,1720000,gaziantep,6,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1
95,120,3,3.Kat,,1,Yerden Isıtma,2095000,gaziantep,4,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,2
190,196,4.5,1.Kat,Boş,10-May,Yerden Isıtma,4600000,gaziantep,11,Kiracı Oturuyor,Bilinmiyor,Var,Kat Mülkiyeti,2
100,125,3,6.Kat,,0 (Yeni),Yerden Isıtma,1650000,gaziantep,14,Boş,,,,2
100,120,3,13.Kat,Boş,10-May,Kombi Doğalgaz,1850000,gaziantep,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
180,200,4.5,7.Kat,Boş,0 (Yeni),Yerden Isıtma,4800000,gaziantep,9,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
105,120,3,12.Kat,Boş,10-May,Kombi Doğalgaz,2159000,gaziantep,14,Kiracı Oturuyor,Bilinmiyor,Yok,,1
250,350,4,7.Kat,Boş,10-May,Kombi Doğalgaz,3950000,gaziantep,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
165,175,4,5.Kat,Boş,16-20,Kombi Doğalgaz,2430000,gaziantep,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
110,125,3,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1680000,gaziantep,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
170,200,4.5,4.Kat,Boş,4,Yerden Isıtma,4290000,gaziantep,7,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2
270,300,5,,Boş,10-May,Isıtma Yok,25000000,gaziantep,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Bilinmiyor,2
150,170,4,13.Kat,Boş,10-May,Kombi Doğalgaz,2750000,gaziantep,15,Boş,Bilinmiyor,Yok,,2
130,160,4,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,2500000,gaziantep,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
150,170,4,8.Kat,Boş,10-May,Kombi Doğalgaz,2870000,gaziantep,15,Kiracı Oturuyor,Bilinmiyor,Yok,,2
140,170,4,6.Kat,Boş,15-Nov,Kombi Doğalgaz,2075000,gaziantep,9,Kiracı Oturuyor,Bilinmiyor,Yok,,1
95,115,3,5.Kat,Boş,10-May,Kombi Doğalgaz,1890000,gaziantep,5,Boş,Bilinmiyor,Yok,,1
165,185,4.5,Düz Giriş (Zemin),Boş,3,Kombi Doğalgaz,3580000,gaziantep,10,Boş,Bilinmiyor,Var,,2
145,165,4,5.Kat,,0 (Yeni),Kombi Doğalgaz,2349000,gaziantep,12,Boş,Uygun,Yok,Kat Mülkiyeti,2
145,180,4,3.Kat,Boş,10-May,Kombi Doğalgaz,1750000,gaziantep,12,Boş,Bilinmiyor,Yok,,1
115,140,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2100000,gaziantep,7,Boş,Bilinmiyor,Yok,,1
170,200,4.5,3.Kat,Boş,2,Yerden Isıtma,3500000,gaziantep,7,Boş,Bilinmiyor,Yok,,2
155,180,4,7.Kat,Boş,0 (Yeni),Yerden Isıtma,3450000,gaziantep,7,Boş,Bilinmiyor,Yok,,3
140,165,4,Yüksek Giriş,Boş,0 (Yeni),Yerden Isıtma,2250000,gaziantep,7,Boş,Bilinmiyor,Yok,,2
110,130,3,3.Kat,Boş,4,Yerden Isıtma,2185000,gaziantep,4,Boş,Bilinmiyor,Yok,,1
120,140,3.5,5.Kat,Boş,1,Yerden Isıtma,1999000,gaziantep,5,Boş,Bilinmiyor,Yok,,1
145,160,4,2.Kat,Boş,1,Yerden Isıtma,2750000,gaziantep,5,Boş,Bilinmiyor,Yok,,2
110,130,3.5,3.Kat,Boş,2,Kombi Doğalgaz,2149000,gaziantep,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
200,240,5,2.Kat,Boş,10-May,Kombi Doğalgaz,2760000,gaziantep,5,Kiracı Oturuyor,Bilinmiyor,Yok,,2
105,120,3,1.Kat,Boş,16-20,Kombi Doğalgaz,1450000,gaziantep,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
150,180,4,1.Kat,Boş,4,Kombi Doğalgaz,2800000,gaziantep,8,Boş,Bilinmiyor,Yok,,1
115,130,3,5.Kat,Boş,1,Yerden Isıtma,2100000,gaziantep,7,Kiracı Oturuyor,Bilinmiyor,Yok,,1
150,180,4,1.Kat,Boş,10-May,Kombi Doğalgaz,3200000,gaziantep,8,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
155,180,4,4.Kat,Boş,0 (Yeni),Yerden Isıtma,3500000,gaziantep,7,Boş,Bilinmiyor,Yok,,2
135,150,4,6.Kat,,4,Kombi Doğalgaz,1850000,gaziantep,7,Boş,Uygun,,,1
130,145,4,5.Kat,,3,Kombi Doğalgaz,2600000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
105,125,3,5.Kat,,0 (Yeni),Kombi Doğalgaz,1950000,gaziantep,6,Boş,Uygun,,,2
100,120,3,11.Kat,,10-May,Kombi Doğalgaz,1550000,gaziantep,11,Mülk Sahibi Oturuyor,,,,1
125,140,3.5,3.Kat,,4,Kombi Doğalgaz,2600000,gaziantep,4,Boş,,Yok,Kat İrtifakı,1
100,115,3,1.Kat,Boş,10-May,Kombi Doğalgaz,1829000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
145,165,4,1.Kat,Boş,1,Kombi Doğalgaz,2400000,gaziantep,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
160,180,4,3.Kat,,4,Kombi Doğalgaz,2374000,gaziantep,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,110,3,Yüksek Giriş,Boş,10-May,Kombi Doğalgaz,1860000,gaziantep,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
150,160,4,3.Kat,,10-May,Kombi Doğalgaz,1725000,gaziantep,3,Boş,,,,1
125,135,3,Düz Giriş (Zemin),,16-20,Sobalı,1400000,gaziantep,3,Kiracı Oturuyor,,,,2
145,165,4,5.Kat,Boş,1,Kombi Doğalgaz,2699000,gaziantep,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
120,135,4,5.Kat,Boş,1,Kombi Doğalgaz,2750000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,2
120,125,4,1.Kat,,15-Nov,Kombi Doğalgaz,1250000,gaziantep,4,Kiracı Oturuyor,,,,1
150,155,3,2.Kat,,10-May,Kombi Doğalgaz,1350000,gaziantep,4,Mülk Sahibi Oturuyor,Uygun,,,1
120,125,3,2.Kat,,15-Nov,Kombi Doğalgaz,1150000,gaziantep,3,Kiracı Oturuyor,Uygun,,,1
175,185,4,3.Kat,,10-May,Kombi Doğalgaz,1450000,gaziantep,4,Boş,,,,1
280,620,7,,Boş,3,Kombi Doğalgaz,18000000,gaziantep,3,Boş,Uygun,Yok,Kat Mülkiyeti,1
60,65,3,3.Kat,,3,Merkezi Doğalgaz,1060000,gaziantep,6,Boş,,,,1
180,200,5,3.Kat,Boş,3,Kombi Doğalgaz,4499000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
110,140,3,3.Kat,,0 (Yeni),Yerden Isıtma,2600000,gaziantep,5,Boş,,,Kat Mülkiyeti,1
150,175,4,3.Kat,,0 (Yeni),Yerden Isıtma,3600000,gaziantep,5,Boş,,,Kat Mülkiyeti,2
145,175,4,10.Kat,,10-May,Kombi Doğalgaz,3150000,gaziantep,11,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,2
145,175,4,9.Kat,,10-May,Kombi Doğalgaz,3000000,gaziantep,11,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,2
78,90,3,Kot 1 (-1).Kat,,15-Nov,Kombi Doğalgaz,850000,gaziantep,4,Mülk Sahibi Oturuyor,,,,1
155,175,4,4.Kat,Boş,10-May,Kombi Doğalgaz,3600000,gaziantep,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
150,170,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3495000,gaziantep,11,Boş,Uygun,Yok,Kat Mülkiyeti,2
110,120,3,5.Kat,Boş,10-May,Kombi Doğalgaz,1800000,gaziantep,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
150,170,4,1.Kat,Boş,4,Kombi Doğalgaz,2299999,gaziantep,8,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
165,190,5,13.Kat,Boş,15-Nov,Kombi Doğalgaz,3090000,gaziantep,15,Boş,Uygun,Yok,Kat Mülkiyeti,2
150,180,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3100000,gaziantep,8,Boş,Bilinmiyor,Yok,,2
260,300,5,2.Kat,Boş,15-Nov,Kombi Doğalgaz,4250000,gaziantep,5,Boş,Bilinmiyor,Var,,2
100,125,3,1.Kat,Boş,10-May,Kombi Doğalgaz,2324500,gaziantep,5,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1
220,250,5,6.Kat,Boş,10-May,Merkezi (Pay Ölçer),4650000,gaziantep,6,Boş,Bilinmiyor,Var,Kat Mülkiyeti,2
145,150,4,1.Kat,,4,Kombi Doğalgaz,2900000,gaziantep,8,Mülk Sahibi Oturuyor,,,,1
120,130,4,Düz Giriş (Zemin),,10-May,Kombi Doğalgaz,2150000,gaziantep,10,Mülk Sahibi Oturuyor,,,,1
140,150,4.5,9.Kat,Boş,15-Nov,Kombi Doğalgaz,2574500,gaziantep,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat Mülkiyeti,2
120,150,3.5,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2550000,gaziantep,6,Boş,Uygun,Var,Kat Mülkiyeti,1
95,110,3,Düz Giriş (Zemin),Boş,10-May,Kombi Doğalgaz,1625000,gaziantep,3,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
89,116,3,3.Kat,,0 (Yeni),Yerden Isıtma,2500000,gaziantep,5,Boş,,,,1
120,130,3.5,6.Kat,Boş,0 (Yeni),Yerden Isıtma,2200000,gaziantep,7,Boş,,,Kat İrtifakı,1
90,100,3,8.Kat,Boş,10-May,Kombi Doğalgaz,1460000,gaziantep,8,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1
215,265,5,3.Kat,,3,Yerden Isıtma,7950000,gaziantep,10,Mülk Sahibi Oturuyor,,,,3
175,190,4,2.Kat,Boş,15-Nov,Kombi Doğalgaz,3549000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
145,180,4,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,2000000,gaziantep,7,Boş,Uygun,Yok,Kat Mülkiyeti,1
105,130,3,5.Kat,,1,Yerden Isıtma,1820000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
140,150,3,4.Kat,,0 (Yeni),Kombi Doğalgaz,1350000,gaziantep,5,Boş,,,Arsa Tapulu,1
275,290,5,8.Kat,Boş,10-May,Kombi Doğalgaz,4699000,gaziantep,9,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
288,305,5,10.Kat,,3,Kombi Doğalgaz,10000000,gaziantep,11,Boş,Uygun,Yok,Kat Mülkiyeti,2
160,200,4,3.Kat,,0 (Yeni),Yerden Isıtma,6490000,gaziantep,6,Boş,Uygun,,,3
105,130,3,7.Kat,,3,Kombi Doğalgaz,1900000,gaziantep,11,Boş,,,Kat Mülkiyeti,2
140,165,4,9.Kat,Boş,10-May,Merkezi Doğalgaz,1949000,gaziantep,11,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
75,90,3,3.Kat,Boş,2,Kombi Doğalgaz,2250000,gaziantep,5,Boş,Uygun,,Kat Mülkiyeti,1
150,180,4,3.Kat,,1,Yerden Isıtma,3000000,gaziantep,7,Boş,,,Kat Mülkiyeti,2
95,115,3,5.Kat,Boş,15-Nov,Kombi Doğalgaz,1310000,gaziantep,5,Kiracı Oturuyor,Uygun,Var,Bilinmiyor,1
165,175,4.5,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,5000000,gaziantep,7,Boş,Uygun,Yok,Kat Mülkiyeti,2
140,170,4,4.Kat,,4,Yerden Isıtma,2650000,gaziantep,10,Boş,Uygun,Var,Kat Mülkiyeti,2
165,180,4,7.Kat,,15-Nov,Kombi Doğalgaz,2200000,gaziantep,11,Mülk Sahibi Oturuyor,,Yok,Kat Mülkiyeti,1
95,100,3,Yüksek Giriş,Boş,15-Nov,Kombi Doğalgaz,859000,gaziantep,5,Boş,Bilinmiyor,Var,Arsa Tapulu,1
150,160,4,9.Kat,Boş,16-20,Kombi Doğalgaz,2175000,gaziantep,11,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
165,175,3,1.Kat,,4,Kombi Doğalgaz,2800000,gaziantep,2,Boş,,,,2
110,130,3.5,3.Kat,,10-May,Yerden Isıtma,2350000,gaziantep,4,Boş,,,,1
1050,1200,3,,Boş,0 (Yeni),Isıtma Yok,1775000,gaziantep,2,Boş,Uygun,,Hisseli Tapu,2
160,180,4,4.Kat,Boş,3,Kombi Doğalgaz,3000000,gaziantep,6,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
110,130,3,1.Kat,,10-May,Kombi Doğalgaz,1989000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
110,130,3,1.Kat,,10-May,Kombi Doğalgaz,1865000,gaziantep,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
120,130,3.5,3.Kat,Boş,3,Kombi Doğalgaz,2290000,gaziantep,12,Kiracı Oturuyor,,,Kat İrtifakı,2
120,130,3.5,3.Kat,Boş,3,Kombi Doğalgaz,2290000,gaziantep,12,Kiracı Oturuyor,,,Kat İrtifakı,2
220,510,5,,Boş,0 (Yeni),Yerden Isıtma,6150000,gaziantep,2,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,2
140,175,4,2.Kat,,4,Yerden Isıtma,2800000,gaziantep,6,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,2
220,260,4,1.Kat,Boş,16-20,Kombi Doğalgaz,3099000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
140,141,3,,,10-May,Kombi Doğalgaz,5650000,gaziantep,2,Mülk Sahibi Oturuyor,Uygun,,Müstakil Tapulu,1
110,125,3,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1200000,gaziantep,5,Boş,,Yok,Arsa Tapulu,1
175,190,4,2.Kat,Boş,16-20,Kombi Doğalgaz,3280000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,110,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1350000,gaziantep,4,Boş,Uygun,,Kat İrtifakı,1
90,100,3,Düz Giriş (Zemin),Eşyalı,1,Yerden Isıtma,1500000,gaziantep,6,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
145,150,4,1.Kat,,10-May,Kombi Doğalgaz,2600000,gaziantep,8,Mülk Sahibi Oturuyor,,,,2
165,215,4,Yüksek Giriş,Boş,2,Kombi Doğalgaz,3610000,gaziantep,9,Mülk Sahibi Oturuyor,Uygun,Var,Kat İrtifakı,1
90,125,3,2.Kat,Boş,10-May,Kombi Doğalgaz,1374000,gaziantep,11,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
180,200,3,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2049000,gaziantep,5,Boş,Uygun,Yok,Kat İrtifakı,1
95,105,3,10.Kat,Boş,10-May,Kombi Doğalgaz,1475000,gaziantep,10,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
100,120,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2000000,gaziantep,4,Boş,,Yok,Kat Mülkiyeti,1
180,200,4,8.Kat,,4,Kombi Doğalgaz,2070000,gaziantep,13,Boş,,,,2
85,105,3,7.Kat,Boş,10-May,Kombi Doğalgaz,1409000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
210,230,5,2.Kat,Boş,15-Nov,Kombi Doğalgaz,5000000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
170,185,4,3.Kat,Boş,3,Kombi Doğalgaz,2799000,gaziantep,6,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
150,180,4,7.Kat,Boş,10-May,Kombi Doğalgaz,2350000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
120,140,4,4.Kat,Boş,16-20,Kombi Doğalgaz,2245000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
100,120,3,5.Kat,,1,Yerden Isıtma,2600000,gaziantep,6,Boş,,,,1
120,140,4,5.Kat,Boş,16-20,Kombi Doğalgaz,3595000,gaziantep,6,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
80,90,3,2.Kat,,10-May,Kombi Doğalgaz,1270000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
210,240,5,2.Kat,Boş,15-Nov,Kombi Doğalgaz,5750000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,2
95,105,3,7.Kat,Boş,0 (Yeni),Yerden Isıtma,1980000,gaziantep,7,Boş,Uygun,Var,Kat Mülkiyeti,2
155,180,4,6.Kat,Boş,1,Kombi Doğalgaz,2850000,gaziantep,7,Boş,Bilinmiyor,Yok,Kat Mülkiyeti,2
100,115,3,10.Kat,,0 (Yeni),Kombi Doğalgaz,1840000,gaziantep,11,Boş,,,,2
100,105,3,,,16-20,Sobalı,1800000,gaziantep,2,Boş,,,,1
120,130,3,4.Kat,,10-May,Kombi Doğalgaz,1599000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
100,110,3,3.Kat,Boş,2,Kombi Doğalgaz,1879000,gaziantep,4,Boş,Uygun,Yok,Kat Mülkiyeti,2
119,120,3,4.Kat,,10-May,Kombi Doğalgaz,800000,gaziantep,4,Boş,,,,1
115,120,3,,,15-Nov,Kombi Doğalgaz,999000,gaziantep,2,Kiracı Oturuyor,,Yok,Arsa Tapulu,1
180,195,4,5.Kat,Boş,16-20,Merkezi Doğalgaz,3175000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
120,130,3,,,10-May,Kombi Doğalgaz,1350000,gaziantep,5,Kiracı Oturuyor,,,,1
108,130,3,5.Kat,,1,Yerden Isıtma,2150000,gaziantep,5,Boş,,,Kat Mülkiyeti,2
85,95,3,4.Kat,,10-May,Kombi Doğalgaz,1300000,gaziantep,6,Mülk Sahibi Oturuyor,Uygun,,,1
108,115,3,1.Kat,,10-May,Kombi Doğalgaz,2100000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
120,140,3.5,1.Kat,,0 (Yeni),Yerden Isıtma,2589000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
115,130,3,Müstakil,,10-May,Kombi Doğalgaz,4650000,gaziantep,4,Mülk Sahibi Oturuyor,,,,1
110,130,3,3.Kat,,1,Kombi Doğalgaz,2189000,gaziantep,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,116,4,7.Kat,,3,Yerden Isıtma,2600000,gaziantep,7,Boş,,,,1
100,125,3,1.Kat,,10-May,Kombi Doğalgaz,2050000,gaziantep,5,Kiracı Oturuyor,,,,1
170,200,4.5,7.Kat,,1,Kombi Doğalgaz,3345000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,2
110,130,3,1.Kat,Boş,4,Yerden Isıtma,2189000,gaziantep,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
115,130,3,1.Kat,,4,Kombi Doğalgaz,2600000,gaziantep,5,Mülk Sahibi Oturuyor,,,,1
75,85,2,2.Kat,Boş,15-Nov,Sobalı,1450000,gaziantep,2,Boş,Uygun,Yok,Arsa Tapulu,1
140,165,4,4.Kat,Boş,3,Merkezi (Pay Ölçer),2150000,gaziantep,4,Boş,Bilinmiyor,Yok,,2
149,189,5,2.Kat,,4,Merkezi (Pay Ölçer),2300000,gaziantep,2,Boş,,,Kat Mülkiyeti,2
85,100,3,4.Kat,Boş,4,Kombi Doğalgaz,1365000,gaziantep,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
110,130,4,5.Kat,Boş,10-May,Kombi Doğalgaz,1600000,gaziantep,10,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
85,100,3,5.Kat,,15-Nov,Kombi Doğalgaz,1530000,gaziantep,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
90,100,3,11.Kat,Boş,1,Kombi Doğalgaz,1248000,gaziantep,11,Boş,Uygun,Yok,Kat Mülkiyeti,1
160,180,4,7.Kat,,15-Nov,Kombi Doğalgaz,2500000,gaziantep,8,Mülk Sahibi Oturuyor,,,,1
250,500,4,,,0 (Yeni),Diğer,11000000,gaziantep,2,Boş,,,,3
85,100,3,7.Kat,Boş,10-May,Kombi Doğalgaz,1450000,gaziantep,7,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,125,3,3.Kat,Boş,10-May,Kombi Doğalgaz,1950000,gaziantep,4,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
115,145,4,3.Kat,Boş,15-Nov,Kombi Doğalgaz,2149000,gaziantep,3,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,1
138,180,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3750000,gaziantep,8,Boş,Bilinmiyor,Var,,2
149,150,4,3.Kat,Boş,10-May,Kombi Doğalgaz,3750000,gaziantep,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,2
110,115,3,3.Kat,Boş,2,Yerden Isıtma,2120000,gaziantep,5,Boş,Bilinmiyor,Yok,,1
100,120,3,6.Kat,Boş,10-May,Kombi Doğalgaz,2450000,gaziantep,8,Kiracı Oturuyor,Bilinmiyor,Yok,,1
57,65,2,1.Kat,,10-May,Sobalı,490000,gaziantep,2,Kiracı Oturuyor,,,,1
112,126,6,,,10-May,Sobalı,2000000,gaziantep,2,Mülk Sahibi Oturuyor,,,,2
95,116,4,,,15-Nov,Sobalı,780000,gaziantep,2,Kiracı Oturuyor,,,,2
155,175,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3199000,gaziantep,12,Boş,Uygun,Yok,Kat Mülkiyeti,2
75,85,2,Yüksek Giriş,,16-20,Sobalı,600000,gaziantep,3,Kiracı Oturuyor,,,,1
95,120,3,9.Kat,Boş,3,Kombi Doğalgaz,1549000,gaziantep,11,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,120,3,1.Kat,,0 (Yeni),Kombi Doğalgaz,1450000,gaziantep,8,Boş,,,,1
